No de Permiso,Nombre de la gasolinera,Dirección,Producto,Subproducto,Precio registrado
PL/5488/EXP/ES/2015,ESTACIONES ESCOLOGICAS DE SERVICIOS S.A. DE C.V.,Calzada Ignacio Zaragoza No. 1535,Gasolinas,Premium (con contenido mínimo de 92 octanos),$24.28
PL/5488/EXP/ES/2015,ESTACIONES ESCOLOGICAS DE SERVICIOS S.A. DE C.V.,Calzada Ignacio Zaragoza No. 1535,Gasolinas,Regular (con contenido menor a 92 octanos),$23.45
PL/5883/EXP/ES/2015,FRANCISCO PADILLA ORTIZ,Peten No. 228,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.05
PL/5883/EXP/ES/2015,FRANCISCO PADILLA ORTIZ,Peten No. 228,Gasolinas,Regular (con contenido menor a 92 octanos),$25.05
PL/5883/EXP/ES/2015,FRANCISCO PADILLA ORTIZ,Peten No. 228,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.05
PL/5883/EXP/ES/2015,FRANCISCO PADILLA ORTIZ,Peten No. 228,Gasolinas,Regular (con contenido menor a 92 octanos),$25.05
PL/5883/EXP/ES/2015,FRANCISCO PADILLA ORTIZ,Peten No. 228,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.05
PL/5883/EXP/ES/2015,FRANCISCO PADILLA ORTIZ,Peten No. 228,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/5883/EXP/ES/2015,FRANCISCO PADILLA ORTIZ,Peten No. 228,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.05
PL/5883/EXP/ES/2015,FRANCISCO PADILLA ORTIZ,Peten No. 228,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/5926/EXP/ES/2015,RÍO TUERTO S.A. DE C.V.,Prolongación Arneses No. 549,Diésel,Diésel Automotriz [contenido mayor de azufre a 15 mg/kg y contenido máximo de azufre de 500 mg/kg],$25.19
PL/5926/EXP/ES/2015,RÍO TUERTO S.A. DE C.V.,Prolongación Arneses No. 549,Gasolinas,Premium (con un índice de octano ([RON+MON]/2) mínimo de 91),$23.89
PL/5926/EXP/ES/2015,RÍO TUERTO S.A. DE C.V.,Prolongación Arneses No. 549,Gasolinas,Regular (con un índice de octano ([RON+MON]/2) mínimo de 87),$22.99
PL/5954/EXP/ES/2015,SERVICIO CASCADIÑA S.A. DE C.V.,Caleta No. 28,Gasolinas,Premium (con un índice de octano ([RON+MON]/2) mínimo de 91),$24.95
PL/5954/EXP/ES/2015,SERVICIO CASCADIÑA S.A. DE C.V.,Caleta No. 28,Gasolinas,Regular (con un índice de octano ([RON+MON]/2) mínimo de 87),$23.05
PL/5954/EXP/ES/2015,SERVICIO CASCADIÑA S.A. DE C.V.,Caleta No. 28,Gasolinas,Premium (con un índice de octano ([RON+MON]/2) mínimo de 91),$24.95
PL/5954/EXP/ES/2015,SERVICIO CASCADIÑA S.A. DE C.V.,Caleta No. 28,Gasolinas,Regular (con un índice de octano ([RON+MON]/2) mínimo de 87),$23.05
PL/5954/EXP/ES/2015,SERVICIO CASCADIÑA S.A. DE C.V.,Caleta No. 28,Gasolinas,Premium (con un índice de octano ([RON+MON]/2) mínimo de 91),$24.95
PL/5954/EXP/ES/2015,SERVICIO CASCADIÑA S.A. DE C.V.,Caleta No. 28,Gasolinas,Regular (con un índice de octano ([RON+MON]/2) mínimo de 87),$23.05
PL/5954/EXP/ES/2015,SERVICIO CASCADIÑA S.A. DE C.V.,Caleta No. 28,Gasolinas,Premium (con un índice de octano ([RON+MON]/2) mínimo de 91),$24.95
PL/5954/EXP/ES/2015,SERVICIO CASCADIÑA S.A. DE C.V.,Caleta No. 28,Gasolinas,Regular (con un índice de octano ([RON+MON]/2) mínimo de 87),$23.05
PL/615/EXP/ES/2015,PETROMAX S.A. DE C.V.,Avenida Revolución No. 775,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.49
PL/615/EXP/ES/2015,PETROMAX S.A. DE C.V.,Avenida Revolución No. 775,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/615/EXP/ES/2015,PETROMAX S.A. DE C.V.,Avenida Revolución No. 775,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.49
PL/615/EXP/ES/2015,PETROMAX S.A. DE C.V.,Avenida Revolución No. 775,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/615/EXP/ES/2015,PETROMAX S.A. DE C.V.,Avenida Revolución No. 775,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.49
PL/615/EXP/ES/2015,PETROMAX S.A. DE C.V.,Avenida Revolución No. 775,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/615/EXP/ES/2015,PETROMAX S.A. DE C.V.,Avenida Revolución No. 775,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.49
PL/615/EXP/ES/2015,PETROMAX S.A. DE C.V.,Avenida Revolución No. 775,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/631/EXP/ES/2015,GASOLINERÍA MAGNOLIAS S.A. DE C.V.,Vialidad Principal Lt. 1 Circuito Fruta Y Legumbres,Diésel,Diésel,$24.99
PL/631/EXP/ES/2015,GASOLINERÍA MAGNOLIAS S.A. DE C.V.,Vialidad Principal Lt. 1 Circuito Fruta Y Legumbres,Gasolinas,Premium (con contenido mínimo de 92 octanos),$25.99
PL/631/EXP/ES/2015,GASOLINERÍA MAGNOLIAS S.A. DE C.V.,Vialidad Principal Lt. 1 Circuito Fruta Y Legumbres,Gasolinas,Regular (con contenido menor a 92 octanos),$23.79
PL/6331/EXP/ES/2015,SERVICIOS SANTA MARÍA S. DE R. L. DE C. V.,Avenida Guelatao No. 220,Gasolinas,Premium (con contenido mínimo de 92 octanos),$24.85
PL/6331/EXP/ES/2015,SERVICIOS SANTA MARÍA S. DE R. L. DE C. V.,Avenida Guelatao No. 220,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/6334/EXP/ES/2015,ESTACIÓN DE SERVICIO Y GASOLINERIA IGNACIO ZARAGOZA S.A. DE C.V.,Calzada Ignacio Zaragoza No. 2583,Diésel,Diésel,$24.47
PL/6334/EXP/ES/2015,ESTACIÓN DE SERVICIO Y GASOLINERIA IGNACIO ZARAGOZA S.A. DE C.V.,Calzada Ignacio Zaragoza No. 2583,Gasolinas,Premium (con contenido mínimo de 92 octanos),$24.85
PL/6334/EXP/ES/2015,ESTACIÓN DE SERVICIO Y GASOLINERIA IGNACIO ZARAGOZA S.A. DE C.V.,Calzada Ignacio Zaragoza No. 2583,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/6337/EXP/ES/2015,GASOLINERA ALFA S.A. DE C.V.,Calzada Ignacio Zaragoza No. 2370,Gasolinas,Premium (con contenido mínimo de 92 octanos),$24.85
PL/6337/EXP/ES/2015,GASOLINERA ALFA S.A. DE C.V.,Calzada Ignacio Zaragoza No. 2370,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/6485/EXP/ES/2015,SERVICIO GARAY S.A. DE C.V.,Calle Benito Juárez No. 1,Diésel,Diésel,$24.99
PL/6485/EXP/ES/2015,SERVICIO GARAY S.A. DE C.V.,Calle Benito Juárez No. 1,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.49
PL/6485/EXP/ES/2015,SERVICIO GARAY S.A. DE C.V.,Calle Benito Juárez No. 1,Gasolinas,Regular (con contenido menor a 92 octanos),$24.19
PL/6684/EXP/ES/2015,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V",Calzada Javier Rojo Gomez No. 492,Diésel,Diésel,$25.49
PL/6684/EXP/ES/2015,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V",Calzada Javier Rojo Gomez No. 492,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.49
PL/6684/EXP/ES/2015,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V",Calzada Javier Rojo Gomez No. 492,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/6687/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Calle Murillo No. 21 Y Miguel Angel,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.49
PL/6687/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Calle Murillo No. 21 Y Miguel Angel,Gasolinas,Regular (con contenido menor a 92 octanos),$24.49
PL/6687/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Calle Murillo No. 21 Y Miguel Angel,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.49
PL/6687/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Calle Murillo No. 21 Y Miguel Angel,Gasolinas,Regular (con contenido menor a 92 octanos),$24.49
PL/6687/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Calle Murillo No. 21 Y Miguel Angel,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.49
PL/6687/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Calle Murillo No. 21 Y Miguel Angel,Gasolinas,Regular (con contenido menor a 92 octanos),$24.49
PL/6687/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Calle Murillo No. 21 Y Miguel Angel,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.49
PL/6687/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Calle Murillo No. 21 Y Miguel Angel,Gasolinas,Regular (con contenido menor a 92 octanos),$24.49
PL/6691/EXP/ES/2015,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V",Calzada Ermita Iztapalapa No. 3048,Diésel,Diésel,$25.49
PL/6691/EXP/ES/2015,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V",Calzada Ermita Iztapalapa No. 3048,Gasolinas,Premium (con contenido mínimo de 92 octanos),$25.99
PL/6691/EXP/ES/2015,"OPERADORA DE MINIESTACIONES COMBUSERV, S.A. DE C.V",Calzada Ermita Iztapalapa No. 3048,Gasolinas,Regular (con contenido menor a 92 octanos),$24.49
PL/6692/EXP/ES/2015,"ESTACIÓN DE CARGA VÍA LÁCTEA, S.A. DE C.V.",Calzada Ermita Iztapalapa No. 2710,Diésel,Diésel,$25.49
PL/6692/EXP/ES/2015,"ESTACIÓN DE CARGA VÍA LÁCTEA, S.A. DE C.V.",Calzada Ermita Iztapalapa No. 2710,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.49
PL/6692/EXP/ES/2015,"ESTACIÓN DE CARGA VÍA LÁCTEA, S.A. DE C.V.",Calzada Ermita Iztapalapa No. 2710,Gasolinas,Regular (con contenido menor a 92 octanos),$24.49
PL/6696/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,División del Norte No. 804 Y Luz Savinon,Diésel,Diésel,$25.39
PL/6696/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,División del Norte No. 804 Y Luz Savinon,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.39
PL/6696/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,División del Norte No. 804 Y Luz Savinon,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/6696/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,División del Norte No. 804 Y Luz Savinon,Diésel,Diésel,$25.39
PL/6696/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,División del Norte No. 804 Y Luz Savinon,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.39
PL/6696/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,División del Norte No. 804 Y Luz Savinon,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/6696/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,División del Norte No. 804 Y Luz Savinon,Diésel,Diésel,$25.39
PL/6696/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,División del Norte No. 804 Y Luz Savinon,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.39
PL/6696/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,División del Norte No. 804 Y Luz Savinon,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/6696/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,División del Norte No. 804 Y Luz Savinon,Diésel,Diésel,$25.39
PL/6696/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,División del Norte No. 804 Y Luz Savinon,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.39
PL/6696/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,División del Norte No. 804 Y Luz Savinon,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/6710/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Avenida Coyoacan No. 107 Esquina Avenida Providencia,Gasolinas,Premium (con contenido mínimo de 92 octanos),$25.99
PL/6710/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Avenida Coyoacan No. 107 Esquina Avenida Providencia,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/6710/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Avenida Coyoacan No. 107 Esquina Avenida Providencia,Gasolinas,Premium (con contenido mínimo de 92 octanos),$25.99
PL/6710/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Avenida Coyoacan No. 107 Esquina Avenida Providencia,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/6710/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Avenida Coyoacan No. 107 Esquina Avenida Providencia,Gasolinas,Premium (con contenido mínimo de 92 octanos),$25.99
PL/6710/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Avenida Coyoacan No. 107 Esquina Avenida Providencia,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/6710/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Avenida Coyoacan No. 107 Esquina Avenida Providencia,Gasolinas,Premium (con contenido mínimo de 92 octanos),$25.99
PL/6710/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Avenida Coyoacan No. 107 Esquina Avenida Providencia,Gasolinas,Regular (con contenido menor a 92 octanos),$23.99
PL/6749/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Insurgentes Sur No. 553 Esquina División del Norte,Gasolinas,Premium (con contenido mínimo de 92 octanos),$25.99
PL/6749/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Insurgentes Sur No. 553 Esquina División del Norte,Gasolinas,Regular (con contenido menor a 92 octanos),$24.49
PL/6749/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Insurgentes Sur No. 553 Esquina División del Norte,Gasolinas,Premium (con contenido mínimo de 92 octanos),$25.99
PL/6749/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Insurgentes Sur No. 553 Esquina División del Norte,Gasolinas,Regular (con contenido menor a 92 octanos),$24.49
PL/6749/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Insurgentes Sur No. 553 Esquina División del Norte,Gasolinas,Premium (con contenido mínimo de 92 octanos),$25.99
PL/6749/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Insurgentes Sur No. 553 Esquina División del Norte,Gasolinas,Regular (con contenido menor a 92 octanos),$24.49
PL/6749/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Insurgentes Sur No. 553 Esquina División del Norte,Gasolinas,Premium (con contenido mínimo de 92 octanos),$25.99
PL/6749/EXP/ES/2015,CONSORCIO GASOLINERO PLUS S.A. DE C.V.,Insurgentes Sur No. 553 Esquina División del Norte,Gasolinas,Regular (con contenido menor a 92 octanos),$24.49
PL/6789/EXP/ES/2015,SERVICIO MORENO PLUTARCO S. A.,Avenida Plutarco Elias Calles No. 1918,Gasolinas,Premium (con contenido mínimo de 92 octanos),$24.58
PL/6789/EXP/ES/2015,SERVICIO MORENO PLUTARCO S. A.,Avenida Plutarco Elias Calles No. 1918,Gasolinas,Regular (con contenido menor a 92 octanos),$23.28
PL/6845/EXP/ES/2015,SERVICIO INTEGRAL NACIONAL S.A. DE C.V.,Avenida Popocatepetl No. 220,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.20
PL/6845/EXP/ES/2015,SERVICIO INTEGRAL NACIONAL S.A. DE C.V.,Avenida Popocatepetl No. 220,Gasolinas,Regular (con contenido menor a 92 octanos),$23.90
PL/6845/EXP/ES/2015,SERVICIO INTEGRAL NACIONAL S.A. DE C.V.,Avenida Popocatepetl No. 220,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.20
PL/6845/EXP/ES/2015,SERVICIO INTEGRAL NACIONAL S.A. DE C.V.,Avenida Popocatepetl No. 220,Gasolinas,Regular (con contenido menor a 92 octanos),$23.90
PL/6845/EXP/ES/2015,SERVICIO INTEGRAL NACIONAL S.A. DE C.V.,Avenida Popocatepetl No. 220,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.20
PL/6845/EXP/ES/2015,SERVICIO INTEGRAL NACIONAL S.A. DE C.V.,Avenida Popocatepetl No. 220,Gasolinas,Regular (con contenido menor a 92 octanos),$23.90
PL/6845/EXP/ES/2015,SERVICIO INTEGRAL NACIONAL S.A. DE C.V.,Avenida Popocatepetl No. 220,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.20
PL/6845/EXP/ES/2015,SERVICIO INTEGRAL NACIONAL S.A. DE C.V.,Avenida Popocatepetl No. 220,Gasolinas,Regular (con contenido menor a 92 octanos),$23.90
PL/6936/EXP/ES/2015,SERVICIO EJE SEIS S.A. DE C.V.,Eje Seis Sur Independencia No. 110,Diésel,Diésel Automotriz [contenido mayor de azufre a 15 mg/kg y contenido máximo de azufre de 500 mg/kg],$24.99
PL/6936/EXP/ES/2015,SERVICIO EJE SEIS S.A. DE C.V.,Eje Seis Sur Independencia No. 110,Gasolinas,Premium (con un índice de octano ([RON+MON]/2) mínimo de 91),$25.69
PL/6936/EXP/ES/2015,SERVICIO EJE SEIS S.A. DE C.V.,Eje Seis Sur Independencia No. 110,Gasolinas,Regular (con un índice de octano ([RON+MON]/2) mínimo de 87),$23.69
PL/6936/EXP/ES/2015,SERVICIO EJE SEIS S.A. DE C.V.,Eje Seis Sur Independencia No. 110,Diésel,Diésel Automotriz [contenido mayor de azufre a 15 mg/kg y contenido máximo de azufre de 500 mg/kg],$24.99
PL/6936/EXP/ES/2015,SERVICIO EJE SEIS S.A. DE C.V.,Eje Seis Sur Independencia No. 110,Gasolinas,Premium (con un índice de octano ([RON+MON]/2) mínimo de 91),$25.69
PL/6936/EXP/ES/2015,SERVICIO EJE SEIS S.A. DE C.V.,Eje Seis Sur Independencia No. 110,Gasolinas,Regular (con un índice de octano ([RON+MON]/2) mínimo de 87),$23.69
PL/6936/EXP/ES/2015,SERVICIO EJE SEIS S.A. DE C.V.,Eje Seis Sur Independencia No. 110,Diésel,Diésel Automotriz [contenido mayor de azufre a 15 mg/kg y contenido máximo de azufre de 500 mg/kg],$24.99
PL/6936/EXP/ES/2015,SERVICIO EJE SEIS S.A. DE C.V.,Eje Seis Sur Independencia No. 110,Gasolinas,Premium (con un índice de octano ([RON+MON]/2) mínimo de 91),$25.69
PL/6936/EXP/ES/2015,SERVICIO EJE SEIS S.A. DE C.V.,Eje Seis Sur Independencia No. 110,Gasolinas,Regular (con un índice de octano ([RON+MON]/2) mínimo de 87),$23.69
PL/6936/EXP/ES/2015,SERVICIO EJE SEIS S.A. DE C.V.,Eje Seis Sur Independencia No. 110,Diésel,Diésel Automotriz [contenido mayor de azufre a 15 mg/kg y contenido máximo de azufre de 500 mg/kg],$24.99
PL/6936/EXP/ES/2015,SERVICIO EJE SEIS S.A. DE C.V.,Eje Seis Sur Independencia No. 110,Gasolinas,Premium (con un índice de octano ([RON+MON]/2) mínimo de 91),$25.69
PL/6936/EXP/ES/2015,SERVICIO EJE SEIS S.A. DE C.V.,Eje Seis Sur Independencia No. 110,Gasolinas,Regular (con un índice de octano ([RON+MON]/2) mínimo de 87),$23.69
PL/6944/EXP/ES/2015,CONXO S.A. DE C.V.,Avenida Patriotismo No. 263,Diésel,Diésel Automotriz [contenido mayor de azufre a 15 mg/kg y contenido máximo de azufre de 500 mg/kg],$24.79
PL/6944/EXP/ES/2015,CONXO S.A. DE C.V.,Avenida Patriotismo No. 263,Gasolinas,Premium (con un índice de octano ([RON+MON]/2) mínimo de 91),$25.79
PL/6944/EXP/ES/2015,CONXO S.A. DE C.V.,Avenida Patriotismo No. 263,Gasolinas,Regular (con un índice de octano ([RON+MON]/2) mínimo de 87),$23.89
PL/6944/EXP/ES/2015,CONXO S.A. DE C.V.,Avenida Patriotismo No. 263,Diésel,Diésel Automotriz [contenido mayor de azufre a 15 mg/kg y contenido máximo de azufre de 500 mg/kg],$24.79
PL/6944/EXP/ES/2015,CONXO S.A. DE C.V.,Avenida Patriotismo No. 263,Gasolinas,Premium (con un índice de octano ([RON+MON]/2) mínimo de 91),$25.79
PL/6944/EXP/ES/2015,CONXO S.A. DE C.V.,Avenida Patriotismo No. 263,Gasolinas,Regular (con un índice de octano ([RON+MON]/2) mínimo de 87),$23.89
PL/6944/EXP/ES/2015,CONXO S.A. DE C.V.,Avenida Patriotismo No. 263,Diésel,Diésel Automotriz [contenido mayor de azufre a 15 mg/kg y contenido máximo de azufre de 500 mg/kg],$24.79
PL/6944/EXP/ES/2015,CONXO S.A. DE C.V.,Avenida Patriotismo No. 263,Gasolinas,Premium (con un índice de octano ([RON+MON]/2) mínimo de 91),$25.79
PL/6944/EXP/ES/2015,CONXO S.A. DE C.V.,Avenida Patriotismo No. 263,Gasolinas,Regular (con un índice de octano ([RON+MON]/2) mínimo de 87),$23.89
PL/6944/EXP/ES/2015,CONXO S.A. DE C.V.,Avenida Patriotismo No. 263,Diésel,Diésel Automotriz [contenido mayor de azufre a 15 mg/kg y contenido máximo de azufre de 500 mg/kg],$24.79
PL/6944/EXP/ES/2015,CONXO S.A. DE C.V.,Avenida Patriotismo No. 263,Gasolinas,Premium (con un índice de octano ([RON+MON]/2) mínimo de 91),$25.79
PL/6944/EXP/ES/2015,CONXO S.A. DE C.V.,Avenida Patriotismo No. 263,Gasolinas,Regular (con un índice de octano ([RON+MON]/2) mínimo de 87),$23.89
PL/6946/EXP/ES/2015,GAS ACATITLA S.A. DE C.V.,Calzada Ignacio Zaragoza No. 2995,Diésel,Diésel Automotriz [contenido mayor de azufre a 15 mg/kg y contenido máximo de azufre de 500 mg/kg],$24.49
PL/6946/EXP/ES/2015,GAS ACATITLA S.A. DE C.V.,Calzada Ignacio Zaragoza No. 2995,Gasolinas,Premium (con un índice de octano ([RON+MON]/2) mínimo de 91),$24.99
PL/6946/EXP/ES/2015,GAS ACATITLA S.A. DE C.V.,Calzada Ignacio Zaragoza No. 2995,Gasolinas,Regular (con un índice de octano ([RON+MON]/2) mínimo de 87),$23.69
PL/695/EXP/ES/2015,INMOBILIARIA RAVS S.A. DE C.V.,Del Circuito de Frutas Y Verduras Mz. 11 Lt. 11,Diésel,Diésel,$24.99
PL/695/EXP/ES/2015,INMOBILIARIA RAVS S.A. DE C.V.,Del Circuito de Frutas Y Verduras Mz. 11 Lt. 11,Gasolinas,Premium (con contenido mínimo de 92 octanos),$25.99
PL/695/EXP/ES/2015,INMOBILIARIA RAVS S.A. DE C.V.,Del Circuito de Frutas Y Verduras Mz. 11 Lt. 11,Gasolinas,Regular (con contenido menor a 92 octanos),$23.79
PL/7395/EXP/ES/2015,SERVICIO AUTOMOTRIZ XOLA S.A. DE C.V.,Xola No. 135,Gasolinas,Premium (con contenido mínimo de 92 octanos),$24.80
PL/7395/EXP/ES/2015,SERVICIO AUTOMOTRIZ XOLA S.A. DE C.V.,Xola No. 135,Gasolinas,Regular (con contenido menor a 92 octanos),$23.04
PL/7395/EXP/ES/2015,SERVICIO AUTOMOTRIZ XOLA S.A. DE C.V.,Xola No. 135,Gasolinas,Premium (con contenido mínimo de 92 octanos),$24.80
PL/7395/EXP/ES/2015,SERVICIO AUTOMOTRIZ XOLA S.A. DE C.V.,Xola No. 135,Gasolinas,Regular (con contenido menor a 92 octanos),$23.04
PL/7395/EXP/ES/2015,SERVICIO AUTOMOTRIZ XOLA S.A. DE C.V.,Xola No. 135,Gasolinas,Premium (con contenido mínimo de 92 octanos),$24.80
PL/7395/EXP/ES/2015,SERVICIO AUTOMOTRIZ XOLA S.A. DE C.V.,Xola No. 135,Gasolinas,Regular (con contenido menor a 92 octanos),$23.04
PL/7395/EXP/ES/2015,SERVICIO AUTOMOTRIZ XOLA S.A. DE C.V.,Xola No. 135,Gasolinas,Premium (con contenido mínimo de 92 octanos),$24.80
PL/7395/EXP/ES/2015,SERVICIO AUTOMOTRIZ XOLA S.A. DE C.V.,Xola No. 135,Gasolinas,Regular (con contenido menor a 92 octanos),$23.04
PL/7405/EXP/ES/2015,ESTACIÓN DE CARGA VÍA LÁCTEA S.A. DE C.V.,Mz. 12 Area de Servicios Complementarios,Diésel,Diésel,$25.49
PL/7405/EXP/ES/2015,ESTACIÓN DE CARGA VÍA LÁCTEA S.A. DE C.V.,Mz. 12 Area de Servicios Complementarios,Gasolinas,Premium (con contenido mínimo de 92 octanos),$26.49
PL/7405/EXP/ES/2015,ESTACIÓN DE CARGA VÍA LÁCTEA S.A. DE C.V.,Mz. 12 Area de Servicios Complementarios,Gasolinas,Regular (con contenido menor a 92 octanos),$24.49
PL/7740/EXP/ES/2015,INMOBILIARIA TERMINAL DE CARGA ORIENTE S.A. DE C.V.,Avenida Transportistas No. 15 Condominio Rojolts. 123 Y 4.,Diésel,Diésel,$24.73
PL/7740/EXP/ES/2015,INMOBILIARIA TERMINAL DE CARGA ORIENTE S.A. DE C.V.,Avenida Transportistas No. 15 Condominio Rojolts. 123 Y 4.,Gasolinas,Premium (con contenido mínimo de 92 octanos),$24.52
PL/7740/EXP/ES/2015,INMOBILIARIA TERMINAL DE CARGA ORIENTE S.A. DE C.V.,Avenida Transportistas No. 15 Condominio Rojolts. 123 Y 4.,Gasolinas,Regular (con contenido menor a 92 octanos),$23.84
PL/8535/EXP/ES/2015,SERVICIO RIVIERA S. A.,Avenida División del Norte No. 1231,Gasolinas,Premium (con contenido mínimo de 92 octanos),$24.51
PL/8535/EXP/ES/2015,SERVICIO RIVIERA S. A.,Avenida División del Norte No. 1231,Gasolinas,Regular (con contenido menor a 92 octanos),$23.55
PL/8535/EXP/ES/2015,SERVICIO RIVIERA S. A.,Avenida División del Norte No. 1231,Gasolinas,Premium (con contenido mínimo de 92 octanos),$24.51
PL/8535/EXP/ES/2015,SERVICIO RIVIERA S. A.,Avenida División del Norte No. 1231,Gasolinas,Regular (con contenido menor a 92 octanos),$23.55
PL/8535/EXP/ES/2015,SERVICIO RIVIERA S. A.,Avenida División del Norte No. 1231,Gasolinas,Premium (con contenido mínimo de 92 octanos),$24.47
PL/8535/EXP/ES/2015,SERVICIO RIVIERA S. A.,Avenida División del Norte No. 1231,Gasolinas,Regular (con contenido menor a 92 octanos),$23.51
PL/8535/EXP/ES/2015,SERVICIO RIVIERA S. A.,Avenida División del Norte No. 1231,Gasolinas,Premium (con contenido mínimo de 92 octanos),$24.47
